1098.47 0.147474 0.0407669 -10.0326 0 0 2.00744
1108.47 0.173127 0.0465293 -9.9079 0 0 1.98392
1118.47 0.16976 0.0494085 -9.78201 0 0 1.77372
1128.47 0.140996 0.0455035 -9.65497 0 0 2.07399
1138.47 0.162733 0.0426292 -9.52675 0 0 2.31563
1148.47 0.164908 0.0490463 -9.39738 0 0 1.84682
1158.47 0.16765 0.0483435 -9.26685 0 0 1.7715
1168.47 0.140187 0.0390365 -9.13515 0 0 2.04186
1178.47 0.103893 0.0282698 -9.00227 0 0 1.76206
1188.47 0.0958993 0.0326858 -8.86824 0 0 1.92736
1198.47 0.118325 0.0379988 -8.73305 0 0 2.05971
1208.47 0.122325 0.0413677 -8.59668 0 0 2.22788
1218.47 0.154184 0.047118 -8.45915 0 0 2.11865
1228.47 0.170602 0.0480586 -8.32047 0 0 1.93672
1238.47 0.165398 0.0472171 -8.18062 0 0 2.02761
1248.47 0.150483 0.0427186 -8.0396 0 0 1.95713
1258.47 0.137619 0.0371718 -7.89742 0 0 1.90864
1268.47 0.122967 0.0318686 -7.75407 0 0 2.11552
1278.47 0.110389 0.0309302 -7.60956 0 0 2.17535
1288.47 0.0937778 0.0287163 -7.46388 0 0 1.98411
1298.47 0.0912022 0.0285954 -7.31705 0 0 1.8768
1308.47 0.10263 0.0327696 -7.16904 0 0 1.9156
1318.47 0.113233 0.0383975 -7.01987 0 0 1.93872
1328.47 0.113522 0.0333794 -6.86954 0 0 1.8961
1338.47 0.120604 0.034701 -6.71803 0 0 1.83788
1348.47 0.098789 0.0315435 -6.56537 0 0 1.93644
1358.47 0.0639095 0.0170248 -6.41154 0 0 2.14892
1368.47 0.0745198 0.0228973 -6.25656 0 0 1.92493
1378.47 0.102632 0.0198186 -6.1004 0 0 1.98661
1388.47 0.0700848 0.0197017 -5.94309 0 0 1.92657
1398.47 0.0574468 0.0218533 -5.78459 0 0 1.99887
1408.47 0.075932 0.0265775 -5.62495 0 0 2.08391
1418.47 0.0525816 0.0214962 -5.46414 0 0 1.96129
1428.47 0.0406088 0.0115651 -5.30216 0 0 2.02959
1438.47 0.045613 0.0157142 -5.13902 0 0 2.15222
1448.47 0.0480215 0.0172774 -4.97472 0 0 2.1917
1458.47 0.0556017 0.0167646 -4.80924 0 0 1.88647
1468.47 0.0490111 0.0159535 -4.64261 0 0 1.57883
1478.47 0.0324747 0.0104263 -4.47481 0 0 1.78172
1488.47 0.0289422 0.00753703 -4.30585 0 0 1.62096
1498.47 0.0240723 0.00750441 -4.13571 0 0 2.1357
1508.47 0.0232311 0.00597659 -3.96442 0 0 2.07834
1518.47 0.024659 0.00733784 -3.79196 0 0 2.33717
1528.47 0.0489663 0.0136838 -3.61835 0 0 2.48534
1538.47 0.0626217 0.0212185 -3.44356 0 0 2.44799
1548.47 0.063223 0.0228943 -3.26761 0 0 3.16509
1558.47 0.0570275 0.0159976 -3.0905 0 0 3.25504
1568.47 0.0456543 0.0130068 -2.91222 0 0 3.21366
1578.47 0.0632721 0.0189743 -2.73277 0 0 3.25615
1588.47 0.054405 0.0160659 -2.55217 0 0 2.74263
1598.47 0.0336425 0.0115262 -2.37039 0 0 2.68687
1608.47 0.0299912 0.0099594 -2.18745 0 0 2.88696
1618.47 0.0442054 0.0121199 -2.00336 0 0 2.45134
1628.47 0.053529 0.0178404 -1.81808 0 0 2.68239
1638.47 0.0314555 0.0111534 -1.63165 0 0 2.24412
1648.47 0.0286769 0.0091517 -1.44406 0 0 2.04984
1658.47 0.0199427 0.00655718 -1.25531 0 0 2.11249
1668.47 0.017375 0.00511172 -1.06538 0 0 2.31028
1678.47 0.0198321 0.00553395 -0.874298 0 0 1.93714
1688.47 0.0240955 0.00683844 -0.682053 0 0 2.32379
1698.47 0.0227844 0.00591322 -0.488632 0 0 2.22868
1708.47 0.0302304 0.0103221 -0.294052 0 0 2.51158
1718.47 0.0497058 0.0150785 -0.098297 0 0 2.65578
1728.47 0.0426892 0.0135514 0.098602 0 0 2.95888
1738.47 0.0422357 0.015005 0.296677 0 0 3.01593
1748.47 0.0448772 0.0124503 0.495911 0 0 2.77249
1758.47 0.0369194 0.0107906 0.69632 0 0 2.63507
1768.47 0.0280329 0.00981273 0.897888 0 0 2.56119
1778.47 0.0243664 0.00817346 1.10062 0 0 2.24416
1788.47 0.024039 0.00772473 1.30452 0 0 2.19732
1798.47 0.0233923 0.00630562 1.50957 0 0 2.48366
1808.47 0.0204166 0.00512232 1.71581 0 0 1.9186
1818.47 0.0163901 0.00534109 1.92319 0 0 1.9421
1828.47 0.0200731 0.00781129 2.13174 0 0 2.04251
1838.47 0.0291827 0.0081444 2.34146 0 0 2.14866
1848.47 0.0302877 0.00937369 2.55234 0 0 2.395
